tipărit
lăcuitori
petru
m›orții
omorî
den$
înțelepciunia
sty(h)ri
giudeca
fară
îndegrabă
rezumatul
pugorîș‹i›
bogoro(d
altăceva
deșchis
verguriei
perea
limbilor
nevinovată
sculare
veaste
arginți
limbă
triace
cinstita
bibliografia
zîndu
încungiurare
mihai
delor
chinul
bl‹a›goslovită
mîntuită
uriachia
împăra
poala
luminaș‹i›
neveștezite
slavon
piept$
adevărat
tinerel
lapte
cunoscu
tipografiia
tălhariului
deșertatu
tăinuitorii
tuturor$
ma
împreunarea
una
creștineacă
vărsară
tinde
credința
deșchise
mulț
ungă
masă
veche
calde
cunoscînd$
suflețescu
bogătatea
cădzuții
învii
rîduiale
urechile
dăruiaște
chiemaria
vru
păstorilor
vrăjmașilor
așa
sfințitulu
păsați
întrare
trup$
stricăciune
vine
lepădare
înțeleagere
stăm
ispo(v
asiaminia
stealii
zidit
dezrădăcina
aceea
pacia
dzăboviți
pecetluiască
nime
nedezlegatele
ceale
teala
izbăvitu
strig
caute
față
ne
ungem$
mo‹a›rte
început
avut
îngeriul
cădzut$
tipărire
dimitrie
sl(c)a
chiemarea
mîndriile
iubiască
acoperi
luptară
ierus‹a›lim
cuvintele
învise
dzăcuși
mannă
botea
ars
arde
unsprădziace
dedeși
gicem
deșertat
propovedui
sfînt
împăratul
dintru
desu
socotiaște
încă
cești
învis
bunătăți
mainte
step(n)e
direapta
‹morț›iei
nevădzut
căt‹ră›
papistaș
furi
sĕdalni
mumă_ta
țarina
înțelesul
cuvînt
amite
pestesc
vi(d)el
împărăţiei
ispăsitoare
înfricoșia
deșchiseș‹i›
prin
răstignir‹i›
xlvii
preacuratei
folo
tocmiala
pămîtul
gîndiți
ei
fricos
întimpunaţi
adecă
drago‹st›e
ai
identificate
dumnedzăul
pri‹n›tru
adunați
extras
usca-se-vor
neagiunse
alor
înfrunzit$
frații
ucenic
curăției
noi
graiuri
celuia
sionul
roadă
‹aposto›lilor
durmia
pruncoiță
trage-me
voia
veacii
trec
acoperemîtu
piardere
frică
schimbaș‹i›
grăesc$
îndireptași
him
‹c›ine
sînul
zua
diriaptele
textului
umblată
înțelepciunii
sionului
faptele
facem
limbile
l_au
voroavă
conține
ținiaria
fiațele
greși‹ții›
îngropaș‹i›
do-oară
știute
sfntul
ste(p
iveaște
dzisa
ceriului
carii
flet
mieiu
vestit$
taină
runcă
cîntîd
agiunsără
ipoteze
‹a›minte
el$
tezei
unii
contribuții
împreunaria
urmează
‹d›upă
sămînță
fecioara
dragostia
susține
despunitoriul
arunce
trudi
foarte
cuminte
evei
fiul
dzis
chemași
ca
viadză
amalic
voiu
tr_aceaste
mltve
teamere
miră
întoarcerea
iubescu
luaț
smereniia
această
putum
vas$
toate
neaprins
aciiaș
moștiniile
șie
învierii
‹acea›
emis
fugit
strinului
ședea
largi
oblăduito
porunc
facă
rod
peceților
car
proslăvim
nostru
‹ca
konec
ședzîndu
avînd$
creștinească
aminte
ceaia
prădătoriul
cinstitei
prealuminate
veac$
che
dat
însă
propoveduiră
spăsenie
cîți
aciaia
arăta
a‹n›tifo(n
scoțu
fireșt
‹t-ai›
îmbogățiși
rugătoare
iubitoriu
lumină
sfnțeșt
smerenie
neatinsă
voi
învățăturiei
plîngiai
ispovedescu-me
ortodoxe
amu
cîntată
purtătoriu
spuie
înălță
cunoascut
străjuia
apa
plîns
întăriaște
înflorești
originar
xxiv
prespre
si
acathistului
falsă
păcatele
zeace
şi
putător
acolea
împărătiasa
t(ž)ŭ
izvrani
lăcrămați
verigile
utrŭni
aceștea
înălțaria
unele
fără-legiuitorii
răsipit
veacului
lăudat
fii
curata
româniei
iușor
unde
izbăviaște
nicecum
călători
pămîntul
săvîrșescu
clevetiți
mintia
inimile
murit
mi‹ne›
amar
mormîntului
lăsat
lauda
capul$
alt
ggi
întreire
papistași
traducerea
acel$
seacere
hie
‹într
stînd
iubită
scaunele
cînta
frumos
închinară
răstignit
cinsteaște
bse
tatăl
traducere
mire
veselescu
naștere
sfrășire
pentu
neispitită
kano(n
catavasiiariu
pr(o
vîrtoase
brașovului
to(ž
diavolul
sfinții
purtat
greșa‹l›ele
ieșitul
aducîndu
voinţe
a‹i›
în‹ce›put
veli›cĕ
lu‹mia
osîdiia
george
dennafară
thom‹a›
dusră
mormîtului
împărățiaște
viacilor
biruiaște
legături
curăție
închisăr‹ă›
întîia
deșertă
miarseră
peștere
cetiț
preave
maică
grăiră
troița
slăviţi
scoală
mîndru
v(št
s῀l
‹st›rig
închipuirea
biruiaște-ș‹i›
pești
năstrapă
vino
maria
zicîd
lăudămu
chinuiși
răstigniși
nevoit
trudiți
sfntul$
cunoștința
înspăimară
cîștigarea
așia
toiagul
slăvimu_te
g(s
dulceața
rugîndu
plînsul
locul
preacurvie
‹s›t(h
încuviioșatu
ierusalim
stăpînul$
inviseși
iată
boteadze
muri
mareș
‹pu›s
birui
înțeleasără
cuvîntată
nată
arămiei
sti(h)ra
nicolae
pământ
drăghica
sunt
cinstitele
firească
un
filigranelor
lo
încoviioșadză
degrije
urma
sin
pom‹e›ne
izbăviș‹i›
nepricepîndu
tat$
rupseși
înprotiva
veșminte
cumu
oborî
aflară
înţelepciunii
sfnt$
molitvele
anul$
izbăvit
prădă
portarii
zis
tocmiaște
socotitoriu
dumnedzeire
pocăiescu
ranele
acelaș‹i›
cea
neschimbat
acoperemîntul
u‹n›de
măcară
tîmpinași
ceriure
dmu
priimeaște
adevărul
tocmite
avuși
dregătorie
aduc$
grijă
vreamea
l$
vrăjm‹a›șului
este
aduț
nahva‹li›tele
tăria
pămînt
uscat
iubire
bodzeaște
in῀n
să_i
cînd$
zid
pasă
tăiată
baza
născîndu
lat$
grecie
purtînd$
împreunară
rușinați
floarea
blgoslovenie
credincioșilor
furat
viiadză
ungeți
tinerul
cîntăm$
carea
îngeru
tăcură
întruna
minunîndu
spusără
fiiulu
uns$
bisericile
iale
judeca
gasește
are
paraclisul$
greșale
sǫbo(t
vasilie
stătuș‹i›
silită
vavilon
dumnedzeiască
amîndoi
marele
feriaște
primită
feriactu
sumnuroși
aceaia
spart
neudat
pămîntului
dia
norme
gradiștia
greșialelor
lumina
nahvalite
mîntuitoriului
apropiată
pune
ajungînd
ispovedania
toată
har
de‹șe›rtași
vedeare
eresurilr
lingvistică
dureare
botedzăm
treci
pîntece
îi
scrisului
luînd
așternut
izvoară
înălţaţi
nuntă
pro(k
izvoarele
ispovedescu
bucută
putiarnic‹e›
antifoni
merseși
neîncetîndu
fundul
armă
cină
vieției
dzaț
vădzut
pe
vestit
ești
cerură
netocmite
manuscriselor
preasfîntă
sosiră
dătătoriul
botedzul$
format
ajuns
domnu
tipografia
prokimen
puterile
sfîntul
oprea
cătră
pu‹tredi›re
nedespărțit
dzăcia
insă
netăcîndu
cuvî‹n›tul
‹upo›vaniia
amistuitu
plecă
s῀v
ave
stea
sfintelo
năpaste
voiaște
curăm
închin
slavo-române
elisafta
păcatul
unul$
lemnul
besearica
pildă
ținearea
nu_ș
datori
născutu
maicei
l‹a
încuiate
mestecare
greșiții
vadză
strinsu
snții
psalmulu$
ținiarei
țiindu
împuseră
pămîntul$
său
corpusul
două
lumineadză-me
mirăm
pietrile
giude›cat
‹poat›e
înalțu
închi‹nămu›
făgădui
soare
cioarei
spăsitoare
plinit$
împlut
despun‹i›toare
primiiu
slobo‹dziși›
călcarea
însuflețită
fals
lucrul
sec
cunoştiţei
mergînd
căștigat$
deaca
apă
gheorghe
religioase
vistiiariul
sfi
îmbe
cîntec
înțeliaptă
degrabă
arate
călcaria
daniil
piaștele
mers
gustaș‹i›
ferecată
frîmsețile
viia
singe
xviii
sofii
s‹ă›
următo
botedze
păstrat
tuturora
diiavolului
rădicu
ratului
‹a›rătă
săvîrșit
lontrul
sufletului
vestești
hîrtie
peciate
străjuitorii
‹ne›
supuniu
bucuria
cerești
slăvesc$
nedzelegate
textelor
trebuesc$
număr
g(ls
moar‹t›ia
s_au
slavele
împărățeaște
zdrobit
in῀nĕ
sub
îngerului
voi‹ni›cii
învățăturilor
împărțit
suflet
cineva
priimeaste
grăit
adame
cădzute
ispitită
căruia
groparile
muncită
d‹e
mîntuitoare
preacuratului
chinuri
copist
temelie
sfnțită
lăudați
nedestoinice
turmei
actuale
stîlpului
fie
socotințe
om
n(v)e
lxiv
mai
nedestoinicii
rugăciune
părerea
rădica
dhovnicești
omul
lucrur
ominiască
creștini
lăudăm
ti
svinții
dobitocul
nebun$
ciale
largă
fe
dăzrădăcineadză
spunsuri
minunează
roșie
kirițescu
cunoscură
sti(h)‹
at‹i›nge
aceștia
uno
toţi
fraților
însuș
peceți
dară
afle
micinoasă
‹pri›ntru
gîndiia
measei
pururia
tălhariul
urîții
jos
pretu‹t›indinile
giud‹eațe›le
adause
muierilor
păcatelor
acoapără
poamele
desăvîrșit
un›
închina‹ră›
vestea;te
preasfînt
ședia
învățături
dintîi
pugorîtura
aduceți
tip
și_i
durmindu
brazdă
dipreună
spunia
corabiia
le
‹ma›riia
tată_tău
dărui
despărțte
mirosenie
viile
acesta
pod
votru
me
împăcați
ieși
tit
biruiască
în‹c›uviioșe
slujitoarea
îngerești
slaviei
direptate
cerneală
du‹pă›
jidovilor
rintelui
morției
ml(s)tĭ
stăpînului
străjitorii
preanevinovată
eresu
știut
dziseș‹i›
her
colecția
preponderența
vedere
ceaea
s(d)ĕ
norod
neharnici
cărbune
tedzul$
marginea
înciapere
putut$
rătăcită
dulciața
dăruiși
tremeseși
acel
plîngereți
așijdere
amistui
rugăciuni
văzut
umed$
elaborat
bogătate
plecară
magdalina
limbi
îngeriloru
apostoli
chiemași
născătoare
înviiarea
înainte-rugătoare
îngrupării
sît$
cinstitului
lucrare
laudă
ceriurile
turnați
cînt
dzidirea
seara
vița
dovedit
ușile
botedza
cel$
țarină
pavel
fecioară
vîrban
micului
vesti
domnulu‹i›
curățindu_o
duh
spăsitoriul
aceasta
scutul
sine
jidovesc
înverdzit
treacă
înălțași
ucenici
trupurilor
crucii
nice
împrumutat
sălașul
lumea
capului
utrene
vestile
părtași
mltvele
făpture
înviieriei
sion
ponosluită
crescută
legiei
pravo
inima
tarele
tîmpină
gavriil$
tîceare
ediție
‹că
stăpânesc$
nou
agiutoriu
variante
crucia
barițiu
curățire
arătaș
tă‹u›
mîndriia
‹via›ță-făcătoriulu
trimitem
nădeade
ispitiri
scrise
diiavolul
terii
grăiți
închise
coaste
viiu
trupeșt
"








"
amin
sălășlui
fiindu
ubră
boul
neînsărată
slăvitu
derept
pravila
cîte
așădzămî
lucrezi
scîrbiților
legătură
ani
ii‹
stepe(n
mărgînd
giucarea
frîmse-li
veninul
osîndit
plîngiarea
oarecum$
dătătoriu
cu
mult$
tremite
tăi
recum
sta
aceaea
‹în›vieria
vai
vîrstă
ușilor
bu‹cu›rie
scaun
literare
neînțeleși
olojște
î‹m›bi
i‹u›bitul
muierile
svĕtilnysŭ
iosif
îndatăș
muiare
picioarele
slavă
sufletesc
zidi
măgura
în‹vis-au›
curat
îmvis
fi›re
mirul
pîtecele
împărțire
turc
integrală
vinit
giudețului
di‹n
lu
schimbară
filologică
sculatului
tal‹e›
sparse
strigat
din
‹închi›năm
sfnților
discuții
ponahvali(t
milostiv
to‹c›mi
osîndei
proastă
de
prolăvi
întră
înnoit
g‹
dătoare
porta
omului
m(u
celora
ieșiria
atingă
păria-l‹e›
bunei
înflurit
copistului
greșitul
tinăr
găvozdit
cîntămu-ți
deșertaria
heruvimilor
șilor
raiului
înșălăciunii
curățeaște
cîndu
prădaș‹i›
dezbrăcatu
trecu
aceiia
coresiene
îmbrăcat
mană
iarba
‹doa›mne
sălășluit
striinul
neagiunsă
îngropară
ispovęmsę
ki(r)lŭva
diriapta
suspina
kopilului
vezi
gla
rugămu
tuniarec
neașteptînd
învi
vreame
grăind
luminarea
noao
dezlegat
ominie
‹a›ți
tremiate
patru
iadu
dmnul
despărțiria
cuvite
deplin$
acialia
p‹ia›tră
porți
stia
pîntecele
putredire
însuși
scoseși
ru(d)etsę
șepte
hiria
deșchiseși
slobodziiu
născut
dumnedzeiescul
arhiereul$
acoperită
frica
legii
svrășitul
păria
botedzului
cruci
înnoire
dumnedzeiesc
alț
minunile
dzisă
cît$
ni
stăpânie
audzit
iubirea
viață-dătător
lu‹i›
înviedzi
draci
închinăciune
dumnedzeu
tru
nasiii῀lĕ
putredă
împelițaș‹i›
scl
cultură
pomeniși
norodului
în
ieșiți
hiință
rodurilor
furatu
boteadză_să
pliacă
lutirani
v_au
tine
dreapta
neputincioasă
strigînd
mărie
petr‹u›
făcîd
styhovnĕ
înțeleageți
sămnat
activitatea
minune
nathanail
biserica
brațelor
nebotedzaț
moașe
mîncare
ucen‹i›cii
scoaseră
ceaște
mare
na
estŭ
tîlcuiala
știț
boteadză_se
spală
lăcuia
rădicată
m‹or›ții
ies
dumnezăiesc
întuniarec
secriiaș
pierdută
unghiului
putiarnică
arhieiscop$
mî
condacele
greșala
sfîrșire
acest
acoperitoare
îngerii
sfatului
rădice
împăcași
propoveduiți
ia-me
sudic
amestec
nespusă
oaminii
‹doamne
capete
împlu
văzindu
îngerească
laude
ținuți
luminezi
atâta
urmadză
miluiaște-me
voevo
neîncetînd
îndrăzniți
strigîndu
coastele
bucura
mîna
mădulările
altă
integral
cîta
temeiul
întrunearec
cîtare
servicului
iad
aceia
udat$
îngeriască
zidire
mărire
chiar
irmoasele
căutați
făcătoriu
porunca
năna
proc
cistiţi
cădzut
miaseei
ispăsiților
mormît$
niccum$
lepădară
moarte
meargeți
nedeajdia
izbăvitor
‹îm›părat
osmimĭ
blăstemul
sthi(r
vergura
diresuri
slobodzitu
roman
prilăstiturile
veče(r
la
d‹omnul›
adurmit
diaca
tinși
to
pîne
osînda
acum$
molit
inviere
plecații
sfntului
ispăseniei
împărăție-ț
voslavnică
călcatu
rătăcire
deaderă
via
dzisele
konecĭ
casei
ispoveduiască
pugorît
n_aț
suflași
u‹ce›nicii
alexandru
răsipiria
cîntări
străjuitorilor
slăvind
mariia
oao
ap
vŭsiĕ
nevoia
altele
deșertaș‹i›
dezlegat$
toriu
sălășluiși
neîmblată
înceaperia
localizarea
frîmseși
mînule
treia
la›
cinstim
ploae
nevoiră
herovimii
audzi
miei
ci
precizări
slăvită
sfințită
‹d›e
stîndu
săbor
bunătăților
ispăsiască
cei
pagini
făcuți
taine
